user_id,signup_date,acquisition_channel,device,segment,completed_course
53,2025-10-01,social_media,mobile,student,1
54,2025-10-01,social_media,desktop,student,0
55,2025-12-01,partner_referral,desktop,student,0
56,2025-10-01,social_media,mobile,professional_upskill,1
57,2025-10-01,organic,mobile,professional_upskill,0
58,2025-12-01,organic,desktop,professional_upskill,1
59,2025-12-01,organic,mobile,professional_upskill,1
60,2025-09-01,paid_ads,mobile,professional_upskill,0
61,2025-11-01,paid_ads,desktop,career_changer,0
62,2025-10-01,organic,mobile,student,1
63,2025-12-01,corporate,desktop,professional_upskill,1
64,2025-09-01,paid_ads,desktop,student,1
65,2025-11-01,organic,desktop,student,0
66,2025-12-01,paid_ads,desktop,student,0
67,2025-11-01,organic,desktop,career_changer,1
68,2025-11-01,corporate,mobile,student,0
69,2025-10-01,organic,mobile,student,1
70,2025-10-01,social_media,desktop,career_changer,0
71,2025-12-01,corporate,mobile,professional_upskill,1
72,2025-11-01,organic,desktop,career_changer,1
73,2025-12-01,organic,desktop,professional_upskill,1
74,2025-12-01,corporate,mobile,student,1
75,2025-11-01,corporate,desktop,student,0
76,2025-12-01,corporate,desktop,career_changer,0
77,2025-11-01,corporate,mobile,career_changer,1
78,2025-11-01,organic,desktop,professional_upskill,1
79,2025-11-01,paid_ads,mobile,professional_upskill,0
80,2025-11-01,organic,desktop,professional_upskill,0
81,2025-09-01,social_media,desktop,professional_upskill,0
82,2025-11-01,partner_referral,desktop,career_changer,0
83,2025-10-01,paid_ads,desktop,student,0
84,2025-10-01,organic,desktop,career_changer,0
85,2025-10-01,paid_ads,desktop,student,1
86,2025-11-01,paid_ads,mobile,student,0
87,2025-10-01,corporate,mobile,student,1
88,2025-09-01,partner_referral,desktop,career_changer,1
89,2025-12-01,social_media,desktop,student,0
90,2025-11-01,paid_ads,desktop,student,1
91,2025-10-01,organic,mobile,professional_upskill,0
92,2025-09-01,corporate,tablet,career_changer,0
93,2025-12-01,corporate,desktop,professional_upskill,1
94,2025-09-01,partner_referral,mobile,professional_upskill,1
95,2025-10-01,corporate,desktop,student,0
96,2025-09-01,paid_ads,desktop,student,0
97,2025-12-01,paid_ads,desktop,student,0
98,2025-10-01,paid_ads,desktop,professional_upskill,0
99,2025-12-01,organic,desktop,professional_upskill,1
100,2025-09-01,organic,desktop,student,0
101,2025-11-01,organic,mobile,student,1
102,2025-11-01,partner_referral,desktop,professional_upskill,1
103,2025-11-01,paid_ads,desktop,career_changer,0
104,2025-11-01,paid_ads,desktop,professional_upskill,1
105,2025-12-01,social_media,desktop,student,0
106,2025-11-01,organic,desktop,student,0
107,2025-12-01,paid_ads,desktop,professional_upskill,1
108,2025-10-01,corporate,desktop,professional_upskill,1
109,2025-11-01,organic,desktop,professional_upskill,1
110,2025-12-01,organic,desktop,career_changer,0
111,2025-11-01,organic,desktop,career_changer,0
112,2025-11-01,organic,mobile,professional_upskill,1
113,2025-11-01,social_media,mobile,student,0
114,2025-12-01,corporate,desktop,career_changer,1
115,2025-09-01,partner_referral,desktop,professional_upskill,1
116,2025-11-01,social_media,desktop,student,0
117,2025-11-01,corporate,desktop,career_changer,0
118,2025-10-01,organic,desktop,professional_upskill,1
119,2025-09-01,social_media,desktop,professional_upskill,0
120,2025-12-01,paid_ads,desktop,career_changer,0
121,2025-10-01,corporate,mobile,career_changer,0
122,2025-11-01,social_media,desktop,professional_upskill,0
123,2025-10-01,paid_ads,desktop,professional_upskill,0
124,2025-10-01,organic,desktop,professional_upskill,0
125,2025-11-01,organic,mobile,career_changer,0
126,2025-09-01,paid_ads,mobile,student,0
127,2025-09-01,corporate,desktop,career_changer,0
128,2025-10-01,social_media,mobile,professional_upskill,1
129,2025-11-01,organic,desktop,professional_upskill,1
130,2025-12-01,paid_ads,mobile,student,0
131,2025-10-01,paid_ads,mobile,career_changer,0
132,2025-12-01,organic,desktop,career_changer,0
133,2025-10-01,organic,mobile,professional_upskill,0
134,2025-10-01,paid_ads,desktop,professional_upskill,0
135,2025-11-01,social_media,desktop,career_changer,1
136,2025-11-01,paid_ads,desktop,student,1
137,2025-12-01,paid_ads,mobile,career_changer,1
138,2025-12-01,corporate,desktop,student,0
139,2025-09-01,paid_ads,desktop,professional_upskill,0
140,2025-11-01,social_media,mobile,professional_upskill,1
141,2025-10-01,social_media,desktop,career_changer,0
142,2025-10-01,organic,desktop,career_changer,0
143,2025-09-01,paid_ads,desktop,professional_upskill,0
144,2025-11-01,paid_ads,desktop,student,1
145,2025-10-01,organic,desktop,student,0
146,2025-09-01,organic,desktop,professional_upskill,0
147,2025-09-01,partner_referral,tablet,professional_upskill,0
148,2025-10-01,paid_ads,mobile,professional_upskill,1
149,2025-10-01,organic,desktop,student,1
150,2025-12-01,organic,desktop,student,0
151,2025-11-01,social_media,desktop,student,0
152,2025-12-01,organic,mobile,student,0
153,2025-09-01,organic,desktop,professional_upskill,1
154,2025-10-01,paid_ads,desktop,student,0
155,2025-12-01,social_media,mobile,professional_upskill,1
156,2025-09-01,organic,desktop,student,0
157,2025-11-01,partner_referral,desktop,career_changer,0
158,2025-10-01,corporate,mobile,professional_upskill,0
159,2025-12-01,organic,mobile,student,0
160,2025-11-01,corporate,desktop,career_changer,1
161,2025-12-01,paid_ads,mobile,student,0
162,2025-09-01,partner_referral,desktop,student,1
163,2025-11-01,partner_referral,mobile,career_changer,0
164,2025-12-01,paid_ads,desktop,career_changer,0
165,2025-11-01,organic,mobile,professional_upskill,0
166,2025-09-01,corporate,tablet,professional_upskill,0
167,2025-11-01,paid_ads,mobile,career_changer,0
168,2025-12-01,organic,mobile,student,1
169,2025-09-01,organic,desktop,career_changer,0
170,2025-10-01,partner_referral,desktop,student,0
171,2025-12-01,partner_referral,desktop,career_changer,1
172,2025-12-01,organic,mobile,professional_upskill,1
173,2025-09-01,paid_ads,mobile,student,0
174,2025-09-01,organic,desktop,professional_upskill,0
175,2025-10-01,partner_referral,mobile,professional_upskill,1
176,2025-12-01,organic,mobile,professional_upskill,0
177,2025-09-01,partner_referral,tablet,student,0
178,2025-10-01,paid_ads,mobile,career_changer,0
179,2025-10-01,social_media,desktop,professional_upskill,0
180,2025-09-01,organic,desktop,student,1
181,2025-12-01,paid_ads,desktop,professional_upskill,1
182,2025-11-01,organic,desktop,student,0
183,2025-11-01,social_media,desktop,student,1
184,2025-10-01,social_media,mobile,professional_upskill,0
185,2025-11-01,organic,mobile,professional_upskill,1
186,2025-11-01,partner_referral,mobile,professional_upskill,1
187,2025-09-01,corporate,desktop,professional_upskill,1
188,2025-10-01,partner_referral,desktop,student,1
189,2025-12-01,paid_ads,desktop,student,0
190,2025-10-01,organic,desktop,professional_upskill,1
191,2025-09-01,organic,desktop,student,1
192,2025-11-01,social_media,desktop,professional_upskill,0
193,2025-12-01,social_media,desktop,career_changer,0
194,2025-10-01,partner_referral,desktop,student,0
195,2025-11-01,paid_ads,mobile,student,1
196,2025-10-01,paid_ads,desktop,career_changer,0
197,2025-12-01,corporate,desktop,professional_upskill,0
198,2025-10-01,social_media,desktop,professional_upskill,0
199,2025-10-01,social_media,tablet,career_changer,0
200,2025-10-01,corporate,desktop,career_changer,0
201,2025-11-01,partner_referral,desktop,student,1
202,2025-12-01,organic,mobile,student,1
203,2025-12-01,organic,desktop,career_changer,1
204,2025-11-01,social_media,mobile,student,0
205,2025-11-01,partner_referral,desktop,student,0
206,2025-11-01,organic,desktop,career_changer,0
207,2025-09-01,organic,desktop,career_changer,0
208,2025-10-01,partner_referral,desktop,student,0
209,2025-10-01,organic,desktop,career_changer,0
210,2025-12-01,organic,desktop,career_changer,0
211,2025-10-01,paid_ads,desktop,student,0
212,2025-09-01,partner_referral,desktop,professional_upskill,1
213,2025-11-01,partner_referral,desktop,student,1
214,2025-12-01,organic,mobile,professional_upskill,1
215,2025-12-01,corporate,mobile,student,0
216,2025-10-01,organic,desktop,professional_upskill,1
217,2025-12-01,paid_ads,desktop,student,0
218,2025-11-01,corporate,mobile,professional_upskill,1
219,2025-12-01,partner_referral,desktop,career_changer,0
220,2025-11-01,corporate,desktop,professional_upskill,1
221,2025-09-01,partner_referral,desktop,career_changer,0
222,2025-09-01,partner_referral,desktop,student,1
223,2025-11-01,organic,mobile,professional_upskill,1
224,2025-10-01,paid_ads,mobile,student,0
225,2025-12-01,organic,desktop,professional_upskill,0
226,2025-10-01,organic,desktop,student,0
227,2025-12-01,social_media,mobile,career_changer,1
228,2025-09-01,paid_ads,desktop,professional_upskill,1
229,2025-09-01,social_media,tablet,career_changer,0
230,2025-09-01,partner_referral,mobile,student,0
231,2025-12-01,corporate,desktop,professional_upskill,1
232,2025-09-01,paid_ads,mobile,professional_upskill,1
233,2025-09-01,partner_referral,desktop,professional_upskill,0
234,2025-09-01,paid_ads,mobile,career_changer,1
235,2025-09-01,organic,desktop,career_changer,0
236,2025-10-01,corporate,desktop,career_changer,1
237,2025-09-01,organic,mobile,student,0
238,2025-09-01,organic,mobile,professional_upskill,1
239,2025-10-01,partner_referral,desktop,student,0
240,2025-10-01,organic,desktop,career_changer,0
241,2025-12-01,social_media,desktop,career_changer,1
242,2025-11-01,social_media,desktop,professional_upskill,0
243,2025-09-01,social_media,desktop,professional_upskill,0
244,2025-09-01,paid_ads,desktop,professional_upskill,0
245,2025-09-01,organic,desktop,career_changer,0
246,2025-12-01,social_media,desktop,professional_upskill,0
247,2025-09-01,paid_ads,desktop,career_changer,0
248,2025-11-01,social_media,desktop,student,0
249,2025-10-01,social_media,desktop,student,0
250,2025-12-01,social_media,tablet,student,0
251,2025-10-01,organic,desktop,career_changer,0
252,2025-09-01,paid_ads,mobile,professional_upskill,0
253,2025-09-01,social_media,mobile,student,0
254,2025-09-01,paid_ads,mobile,career_changer,0
255,2025-11-01,organic,mobile,professional_upskill,1
256,2025-11-01,partner_referral,mobile,professional_upskill,1
257,2025-12-01,social_media,desktop,professional_upskill,1
258,2025-10-01,partner_referral,desktop,student,0
259,2025-09-01,partner_referral,mobile,student,1
260,2025-09-01,organic,desktop,student,1
261,2025-09-01,partner_referral,mobile,student,1
262,2025-09-01,social_media,desktop,student,0
263,2025-11-01,organic,mobile,career_changer,1
264,2025-10-01,paid_ads,desktop,student,0
265,2025-10-01,social_media,desktop,student,0
266,2025-12-01,corporate,desktop,student,1
267,2025-11-01,partner_referral,mobile,career_changer,0
268,2025-09-01,corporate,mobile,career_changer,0
269,2025-10-01,paid_ads,desktop,career_changer,0
270,2025-10-01,organic,mobile,student,1
271,2025-11-01,corporate,desktop,career_changer,1
272,2025-12-01,corporate,desktop,student,1
273,2025-12-01,social_media,desktop,student,0
274,2025-09-01,social_media,desktop,professional_upskill,0
275,2025-12-01,paid_ads,desktop,professional_upskill,1
276,2025-10-01,paid_ads,desktop,career_changer,0
277,2025-12-01,corporate,mobile,professional_upskill,1
278,2025-09-01,partner_referral,mobile,career_changer,1
279,2025-10-01,corporate,desktop,student,0
280,2025-12-01,corporate,desktop,professional_upskill,1
281,2025-12-01,social_media,desktop,student,1
282,2025-11-01,paid_ads,desktop,professional_upskill,0
283,2025-09-01,paid_ads,desktop,student,0
284,2025-12-01,organic,desktop,career_changer,1
285,2025-11-01,partner_referral,mobile,career_changer,0
286,2025-10-01,organic,mobile,career_changer,0
287,2025-11-01,paid_ads,desktop,student,0
288,2025-11-01,paid_ads,desktop,student,1
289,2025-12-01,organic,desktop,student,0
290,2025-12-01,partner_referral,mobile,professional_upskill,1
291,2025-12-01,organic,desktop,professional_upskill,1
292,2025-11-01,organic,desktop,career_changer,0
293,2025-10-01,corporate,mobile,student,0
294,2025-09-01,paid_ads,desktop,professional_upskill,0
295,2025-11-01,organic,desktop,student,0
296,2025-12-01,paid_ads,desktop,student,0
297,2025-09-01,corporate,desktop,career_changer,0
298,2025-10-01,organic,desktop,professional_upskill,1
299,2025-09-01,partner_referral,desktop,student,1
300,2025-12-01,organic,desktop,student,0
301,2025-11-01,organic,desktop,career_changer,1
302,2025-11-01,paid_ads,mobile,student,1
303,2025-12-01,paid_ads,desktop,career_changer,0
304,2025-11-01,partner_referral,desktop,career_changer,0
305,2025-12-01,corporate,mobile,career_changer,1
306,2025-11-01,social_media,mobile,student,0
307,2025-11-01,paid_ads,mobile,student,0
308,2025-11-01,paid_ads,desktop,professional_upskill,0
309,2025-10-01,corporate,desktop,professional_upskill,1
310,2025-10-01,organic,mobile,student,0
311,2025-12-01,paid_ads,mobile,student,0
312,2025-10-01,organic,desktop,student,0
313,2025-12-01,organic,mobile,career_changer,0
314,2025-09-01,social_media,desktop,professional_upskill,0
315,2025-09-01,corporate,tablet,career_changer,1
316,2025-10-01,partner_referral,mobile,professional_upskill,0
317,2025-09-01,paid_ads,mobile,professional_upskill,0
318,2025-09-01,organic,mobile,professional_upskill,1
319,2025-11-01,organic,mobile,student,1
320,2025-11-01,organic,desktop,student,1
321,2025-12-01,paid_ads,desktop,student,0
322,2025-09-01,corporate,desktop,professional_upskill,1
323,2025-12-01,partner_referral,desktop,professional_upskill,0
324,2025-12-01,organic,mobile,career_changer,0
325,2025-09-01,social_media,desktop,student,0
326,2025-10-01,corporate,desktop,student,0
327,2025-09-01,partner_referral,desktop,student,0
328,2025-11-01,partner_referral,mobile,career_changer,0
329,2025-09-01,paid_ads,desktop,student,0
330,2025-10-01,organic,desktop,student,0
331,2025-12-01,paid_ads,desktop,professional_upskill,1
332,2025-12-01,corporate,mobile,student,1
333,2025-11-01,organic,desktop,career_changer,1
334,2025-11-01,organic,mobile,student,0
335,2025-11-01,organic,desktop,professional_upskill,1
336,2025-12-01,organic,desktop,career_changer,0
337,2025-11-01,social_media,mobile,professional_upskill,1
338,2025-09-01,corporate,desktop,career_changer,1
339,2025-12-01,paid_ads,desktop,professional_upskill,0
340,2025-10-01,organic,desktop,professional_upskill,1
341,2025-12-01,paid_ads,desktop,career_changer,0
342,2025-09-01,paid_ads,desktop,professional_upskill,1
343,2025-09-01,organic,desktop,student,0
344,2025-11-01,paid_ads,desktop,career_changer,0
345,2025-12-01,paid_ads,desktop,student,0
346,2025-12-01,partner_referral,mobile,career_changer,0
347,2025-12-01,partner_referral,mobile,professional_upskill,0
348,2025-10-01,organic,desktop,professional_upskill,0
349,2025-11-01,paid_ads,desktop,student,0
350,2025-09-01,partner_referral,desktop,career_changer,0
351,2025-09-01,paid_ads,desktop,student,0
352,2025-11-01,social_media,desktop,professional_upskill,0
353,2025-09-01,partner_referral,desktop,student,1
354,2025-09-01,organic,desktop,professional_upskill,1
355,2025-11-01,organic,desktop,student,1
356,2025-09-01,partner_referral,desktop,student,1
357,2025-12-01,organic,mobile,professional_upskill,0
358,2025-10-01,partner_referral,desktop,career_changer,0
359,2025-11-01,social_media,mobile,student,0
360,2025-10-01,partner_referral,mobile,career_changer,1
361,2025-09-01,paid_ads,desktop,student,0
362,2025-09-01,partner_referral,desktop,professional_upskill,1
363,2025-12-01,paid_ads,desktop,career_changer,1
364,2025-11-01,paid_ads,desktop,student,0
365,2025-09-01,social_media,desktop,career_changer,0
366,2025-11-01,paid_ads,mobile,student,0
367,2025-11-01,social_media,desktop,professional_upskill,0
368,2025-11-01,social_media,desktop,professional_upskill,0
369,2025-11-01,organic,mobile,professional_upskill,1
370,2025-11-01,organic,mobile,student,0
371,2025-10-01,organic,desktop,student,0
372,2025-12-01,organic,mobile,student,1
373,2025-11-01,organic,desktop,professional_upskill,1
374,2025-10-01,partner_referral,desktop,career_changer,0
375,2025-09-01,organic,desktop,career_changer,0
376,2025-11-01,paid_ads,desktop,professional_upskill,1
377,2025-09-01,corporate,mobile,student,1
378,2025-11-01,organic,desktop,student,0
379,2025-10-01,corporate,desktop,student,1
380,2025-10-01,organic,desktop,student,0
381,2025-10-01,organic,desktop,student,0
382,2025-12-01,partner_referral,desktop,career_changer,0
383,2025-09-01,partner_referral,desktop,student,1
384,2025-12-01,social_media,mobile,student,0
385,2025-11-01,corporate,desktop,professional_upskill,1
386,2025-09-01,corporate,desktop,student,1
387,2025-10-01,organic,desktop,professional_upskill,0
388,2025-09-01,organic,desktop,student,0
389,2025-10-01,corporate,desktop,career_changer,0
390,2025-12-01,corporate,mobile,professional_upskill,1
391,2025-12-01,social_media,tablet,student,0
392,2025-10-01,paid_ads,desktop,career_changer,0
393,2025-10-01,paid_ads,desktop,professional_upskill,1
394,2025-11-01,corporate,mobile,career_changer,1
395,2025-12-01,paid_ads,desktop,student,0
396,2025-12-01,social_media,desktop,career_changer,0
397,2025-11-01,social_media,desktop,professional_upskill,0
398,2025-12-01,paid_ads,mobile,professional_upskill,0
399,2025-10-01,corporate,desktop,student,1
400,2025-09-01,corporate,mobile,student,1
401,2025-09-01,organic,mobile,student,1
402,2025-12-01,social_media,desktop,student,0
403,2025-11-01,paid_ads,mobile,student,1
404,2025-10-01,corporate,mobile,student,1
405,2025-09-01,paid_ads,desktop,student,0
406,2025-10-01,social_media,desktop,student,1
407,2025-12-01,paid_ads,desktop,professional_upskill,0
408,2025-12-01,organic,desktop,student,0
409,2025-09-01,social_media,desktop,student,0
410,2025-12-01,organic,desktop,student,0
411,2025-11-01,paid_ads,desktop,professional_upskill,0
412,2025-12-01,social_media,mobile,professional_upskill,0
413,2025-12-01,social_media,desktop,professional_upskill,0
414,2025-12-01,partner_referral,desktop,student,1
415,2025-10-01,partner_referral,desktop,professional_upskill,1
416,2025-10-01,paid_ads,desktop,career_changer,1
417,2025-09-01,organic,desktop,student,1
418,2025-09-01,paid_ads,desktop,career_changer,0
419,2025-09-01,partner_referral,desktop,professional_upskill,1
420,2025-12-01,corporate,mobile,professional_upskill,1
421,2025-10-01,corporate,mobile,professional_upskill,1
422,2025-11-01,corporate,desktop,professional_upskill,1
423,2025-12-01,organic,mobile,student,0
424,2025-12-01,paid_ads,mobile,career_changer,0
425,2025-12-01,organic,desktop,student,0
426,2025-11-01,paid_ads,tablet,professional_upskill,0
427,2025-09-01,paid_ads,mobile,student,0
428,2025-11-01,social_media,desktop,professional_upskill,1
429,2025-09-01,paid_ads,desktop,student,1
430,2025-11-01,organic,desktop,career_changer,0
431,2025-10-01,organic,desktop,student,1
432,2025-12-01,corporate,mobile,student,1
433,2025-12-01,partner_referral,desktop,professional_upskill,1
434,2025-12-01,organic,mobile,student,1
435,2025-09-01,organic,mobile,career_changer,0
436,2025-11-01,corporate,desktop,student,0
437,2025-10-01,organic,mobile,career_changer,0
438,2025-11-01,corporate,desktop,student,1
439,2025-12-01,corporate,desktop,student,1
440,2025-10-01,organic,mobile,professional_upskill,1
441,2025-10-01,organic,desktop,career_changer,0
442,2025-12-01,social_media,desktop,student,0
443,2025-11-01,paid_ads,mobile,career_changer,0
444,2025-12-01,paid_ads,mobile,student,0
445,2025-11-01,corporate,desktop,student,1
446,2025-10-01,social_media,mobile,career_changer,1
447,2025-10-01,social_media,mobile,student,0
448,2025-12-01,corporate,desktop,professional_upskill,1
449,2025-10-01,paid_ads,desktop,career_changer,0
450,2025-09-01,organic,mobile,professional_upskill,0
451,2025-10-01,corporate,desktop,professional_upskill,1
452,2025-09-01,partner_referral,desktop,student,0
453,2025-10-01,paid_ads,desktop,student,0
454,2025-12-01,social_media,mobile,student,0
455,2025-12-01,organic,desktop,student,0
456,2025-09-01,paid_ads,desktop,professional_upskill,0
457,2025-12-01,organic,desktop,professional_upskill,1
458,2025-10-01,paid_ads,tablet,career_changer,0
459,2025-10-01,organic,desktop,career_changer,1
460,2025-12-01,organic,desktop,student,0
461,2025-10-01,organic,mobile,career_changer,0
462,2025-11-01,partner_referral,desktop,professional_upskill,1
463,2025-11-01,corporate,tablet,career_changer,0
464,2025-10-01,partner_referral,mobile,student,1
465,2025-12-01,social_media,mobile,professional_upskill,1
466,2025-09-01,paid_ads,desktop,career_changer,1
467,2025-12-01,organic,mobile,career_changer,1
468,2025-09-01,social_media,mobile,career_changer,0
469,2025-12-01,organic,tablet,career_changer,0
470,2025-10-01,social_media,desktop,professional_upskill,0
471,2025-11-01,organic,mobile,professional_upskill,0
472,2025-12-01,social_media,desktop,student,0
473,2025-09-01,organic,desktop,professional_upskill,1
474,2025-11-01,social_media,desktop,career_changer,0
475,2025-09-01,paid_ads,mobile,professional_upskill,0
476,2025-10-01,social_media,desktop,professional_upskill,1
477,2025-11-01,organic,desktop,career_changer,0
478,2025-09-01,partner_referral,tablet,professional_upskill,1
479,2025-12-01,social_media,desktop,student,0
480,2025-10-01,paid_ads,desktop,student,1
481,2025-10-01,partner_referral,desktop,professional_upskill,1
482,2025-10-01,partner_referral,desktop,professional_upskill,1
483,2025-12-01,paid_ads,mobile,professional_upskill,1
484,2025-12-01,partner_referral,mobile,career_changer,1
485,2025-11-01,partner_referral,desktop,career_changer,0
486,2025-12-01,social_media,mobile,student,0
487,2025-11-01,organic,desktop,professional_upskill,1
488,2025-10-01,organic,desktop,student,0
489,2025-11-01,social_media,desktop,professional_upskill,1
490,2025-09-01,social_media,desktop,career_changer,0
491,2025-10-01,paid_ads,desktop,career_changer,0
492,2025-10-01,partner_referral,desktop,career_changer,1
493,2025-11-01,organic,desktop,professional_upskill,1
494,2025-10-01,organic,desktop,career_changer,0
495,2025-12-01,paid_ads,desktop,professional_upskill,0
496,2025-09-01,paid_ads,desktop,student,1
497,2025-11-01,partner_referral,mobile,career_changer,0
498,2025-11-01,organic,mobile,professional_upskill,1
499,2025-10-01,social_media,desktop,professional_upskill,1
500,2025-12-01,social_media,mobile,professional_upskill,1
501,2025-10-01,partner_referral,mobile,student,0
502,2025-10-01,paid_ads,desktop,student,1
503,2025-11-01,paid_ads,desktop,career_changer,0
504,2025-10-01,corporate,mobile,student,0
505,2025-09-01,partner_referral,desktop,professional_upskill,1
506,2025-10-01,organic,mobile,student,1
507,2025-10-01,social_media,mobile,career_changer,0
508,2025-11-01,corporate,mobile,student,1
509,2025-10-01,social_media,tablet,career_changer,0
510,2025-12-01,corporate,desktop,career_changer,0
511,2025-11-01,partner_referral,desktop,student,1
512,2025-10-01,paid_ads,mobile,student,1
513,2025-09-01,social_media,desktop,career_changer,0
514,2025-09-01,social_media,mobile,professional_upskill,1
515,2025-11-01,organic,tablet,student,1
516,2025-11-01,organic,mobile,career_changer,0
517,2025-10-01,paid_ads,desktop,professional_upskill,0
518,2025-12-01,corporate,desktop,professional_upskill,1
519,2025-10-01,social_media,desktop,professional_upskill,0
520,2025-09-01,organic,desktop,professional_upskill,1
521,2025-12-01,partner_referral,mobile,career_changer,1
522,2025-12-01,paid_ads,mobile,professional_upskill,0
523,2025-12-01,social_media,mobile,student,0
524,2025-10-01,corporate,desktop,career_changer,1
525,2025-09-01,corporate,desktop,professional_upskill,1
526,2025-11-01,paid_ads,mobile,career_changer,0
527,2025-10-01,paid_ads,desktop,professional_upskill,0
528,2025-11-01,organic,desktop,professional_upskill,1
529,2025-12-01,organic,mobile,student,1
530,2025-12-01,social_media,mobile,professional_upskill,1
531,2025-10-01,corporate,desktop,career_changer,0
532,2025-09-01,social_media,mobile,student,0
533,2025-12-01,social_media,desktop,professional_upskill,0
534,2025-11-01,partner_referral,tablet,career_changer,0
535,2025-11-01,corporate,desktop,professional_upskill,1
536,2025-10-01,social_media,desktop,career_changer,0
537,2025-11-01,corporate,mobile,career_changer,1
538,2025-09-01,organic,desktop,professional_upskill,1
539,2025-12-01,paid_ads,mobile,career_changer,0
540,2025-11-01,organic,mobile,career_changer,0
541,2025-11-01,social_media,mobile,student,0
542,2025-12-01,partner_referral,tablet,professional_upskill,0
543,2025-10-01,organic,desktop,student,0
544,2025-11-01,partner_referral,mobile,professional_upskill,1
545,2025-10-01,partner_referral,desktop,career_changer,1
546,2025-10-01,paid_ads,desktop,career_changer,0
547,2025-11-01,organic,mobile,professional_upskill,0
548,2025-09-01,partner_referral,desktop,student,0
549,2025-10-01,paid_ads,desktop,career_changer,0
550,2025-11-01,corporate,desktop,professional_upskill,0
551,2025-10-01,paid_ads,mobile,professional_upskill,1
552,2025-12-01,social_media,tablet,career_changer,0
553,2025-09-01,partner_referral,desktop,career_changer,0
554,2025-09-01,partner_referral,desktop,professional_upskill,1
555,2025-12-01,social_media,mobile,professional_upskill,0
556,2025-12-01,paid_ads,desktop,professional_upskill,1
557,2025-10-01,organic,desktop,career_changer,0
558,2025-12-01,organic,desktop,professional_upskill,1
559,2025-09-01,corporate,desktop,career_changer,0
560,2025-12-01,partner_referral,desktop,student,1
561,2025-11-01,corporate,mobile,career_changer,1
562,2025-11-01,organic,desktop,student,1
563,2025-10-01,organic,mobile,student,0
564,2025-09-01,organic,mobile,student,1
565,2025-11-01,paid_ads,mobile,student,0
566,2025-12-01,partner_referral,desktop,professional_upskill,0
567,2025-11-01,paid_ads,desktop,student,0
568,2025-11-01,paid_ads,desktop,student,0
569,2025-10-01,social_media,mobile,student,0
570,2025-12-01,paid_ads,desktop,student,0
571,2025-12-01,paid_ads,desktop,student,0
572,2025-12-01,corporate,desktop,career_changer,0
573,2025-10-01,paid_ads,desktop,professional_upskill,1
574,2025-12-01,partner_referral,desktop,professional_upskill,1
575,2025-12-01,social_media,desktop,professional_upskill,1
576,2025-11-01,social_media,desktop,student,0
577,2025-11-01,organic,desktop,student,0
578,2025-12-01,social_media,desktop,student,1
579,2025-09-01,paid_ads,mobile,professional_upskill,0
