user_id,week_number,is_active,events_count
59,4,1,2
59,5,1,1
59,6,1,2
59,7,1,0
59,8,1,3
59,9,1,1
59,10,1,2
59,11,1,0
59,12,1,0
60,0,1,4
60,1,1,1
60,2,1,1
60,3,0,0
60,4,0,0
60,5,0,0
60,6,0,0
60,7,0,0
60,8,0,0
60,9,0,0
60,10,0,0
60,11,0,0
60,12,0,0
61,0,1,5
61,1,1,6
61,2,1,1
61,3,1,4
61,4,1,4
61,5,1,4
61,6,1,4
61,7,0,0
61,8,0,0
61,9,0,0
61,10,0,0
61,11,0,0
61,12,0,0
62,0,1,5
62,1,1,1
62,2,1,5
62,3,1,1
62,4,1,0
62,5,1,0
62,6,1,1
62,7,1,3
62,8,1,4
62,9,1,0
62,10,1,5
62,11,1,6
62,12,1,1
63,0,1,3
63,1,1,5
63,2,1,3
63,3,1,5
63,4,1,2
63,5,1,6
63,6,1,6
63,7,1,2
63,8,1,2
63,9,1,7
63,10,1,4
63,11,1,7
63,12,1,2
64,0,1,7
64,1,1,2
64,2,1,3
64,3,1,1
64,4,1,2
64,5,1,3
64,6,1,3
64,7,1,7
64,8,1,1
64,9,1,5
64,10,1,2
64,11,0,0
64,12,0,0
65,0,1,5
65,1,1,3
65,2,1,4
65,3,1,5
65,4,1,4
65,5,1,2
65,6,1,1
65,7,1,6
65,8,1,1
65,9,0,0
65,10,0,0
65,11,0,0
65,12,0,0
66,0,1,2
66,1,1,2
66,2,1,4
66,3,1,5
66,4,1,7
66,5,0,0
66,6,0,0
66,7,0,0
66,8,0,0
66,9,0,0
66,10,0,0
66,11,0,0
66,12,0,0
67,0,1,3
67,1,1,2
67,2,1,7
67,3,1,6
67,4,1,5
67,5,1,4
67,6,1,1
67,7,1,1
67,8,1,1
67,9,1,1
67,10,1,2
67,11,1,3
67,12,1,0
68,0,1,3
68,1,1,3
68,2,1,2
68,3,1,4
68,4,1,4
68,5,1,1
68,6,1,4
68,7,1,1
68,8,0,0
68,9,0,0
68,10,0,0
68,11,0,0
68,12,0,0
69,0,1,4
69,1,1,2
69,2,1,3
69,3,1,4
69,4,1,2
69,5,1,8
69,6,1,0
69,7,1,5
69,8,1,2
69,9,1,2
69,10,1,2
69,11,1,1
69,12,0,0
70,0,1,5
70,1,1,5
70,2,1,5
70,3,0,0
70,4,0,0
70,5,0,0
70,6,0,0
70,7,0,0
70,8,0,0
70,9,0,0
70,10,0,0
70,11,0,0
70,12,0,0
71,0,1,6
71,1,1,0
71,2,1,1
71,3,1,3
71,4,1,4
71,5,1,2
71,6,1,1
71,7,1,4
71,8,1,4
71,9,1,3
71,10,1,2
71,11,1,2
71,12,1,1
72,0,1,2
72,1,1,3
72,2,1,4
72,3,1,5
72,4,1,1
72,5,1,3
72,6,1,2
72,7,1,7
72,8,1,0
72,9,1,4
72,10,1,6
72,11,1,6
72,12,0,0
73,0,1,6
73,1,1,9
73,2,1,3
73,3,1,2
73,4,1,4
73,5,1,4
73,6,1,2
73,7,1,4
73,8,1,3
73,9,1,5
73,10,1,2
73,11,1,3
73,12,1,4
74,0,1,3
74,1,1,1
74,2,1,4
74,3,1,2
74,4,1,3
74,5,1,2
74,6,1,5
74,7,1,5
74,8,1,1
74,9,1,3
74,10,1,2
74,11,1,0
74,12,1,2
75,0,1,4
75,1,0,0
75,2,0,0
75,3,0,0
75,4,0,0
75,5,0,0
75,6,0,0
75,7,0,0
75,8,0,0
75,9,0,0
75,10,0,0
75,11,0,0
75,12,0,0
76,0,1,7
76,1,1,5
76,2,1,1
76,3,0,0
76,4,0,0
76,5,0,0
76,6,0,0
76,7,0,0
76,8,0,0
76,9,0,0
76,10,0,0
76,11,0,0
76,12,0,0
77,0,1,7
77,1,1,0
77,2,1,1
77,3,1,2
77,4,1,4
77,5,1,0
77,6,1,0
77,7,1,1
77,8,1,0
77,9,1,1
77,10,1,1
77,11,1,0
77,12,1,3
78,0,1,4
78,1,1,1
78,2,1,2
78,3,1,4
78,4,1,1
78,5,1,7
78,6,1,1
78,7,1,3
78,8,1,3
78,9,1,3
78,10,1,3
78,11,1,2
78,12,1,2
79,0,1,7
79,1,0,0
79,2,0,0
79,3,0,0
79,4,0,0
79,5,0,0
79,6,0,0
79,7,0,0
79,8,0,0
79,9,0,0
79,10,0,0
79,11,0,0
79,12,0,0
80,0,1,6
80,1,1,2
80,2,0,0
80,3,0,0
80,4,0,0
80,5,0,0
80,6,0,0
80,7,0,0
80,8,0,0
80,9,0,0
80,10,0,0
80,11,0,0
80,12,0,0
81,0,1,4
81,1,0,0
81,2,0,0
81,3,0,0
81,4,0,0
81,5,0,0
81,6,0,0
81,7,0,0
81,8,0,0
81,9,0,0
81,10,0,0
81,11,0,0
81,12,0,0
82,0,1,6
82,1,1,7
82,2,1,1
82,3,1,5
82,4,1,2
82,5,1,2
82,6,1,2
82,7,0,0
82,8,0,0
82,9,0,0
82,10,0,0
82,11,0,0
82,12,0,0
83,0,1,6
83,1,1,4
83,2,1,1
83,3,1,6
83,4,1,4
83,5,0,0
83,6,0,0
83,7,0,0
83,8,0,0
83,9,0,0
83,10,0,0
83,11,0,0
83,12,0,0
84,0,1,2
84,1,1,5
84,2,1,2
84,3,1,1
84,4,1,4
84,5,1,3
84,6,1,4
84,7,1,10
84,8,1,3
84,9,1,6
84,10,0,0
84,11,0,0
84,12,0,0
85,0,1,6
85,1,1,3
85,2,1,0
85,3,1,6
85,4,1,3
85,5,1,4
85,6,1,4
85,7,1,1
85,8,1,3
85,9,1,8
85,10,1,3
85,11,1,3
85,12,1,1
86,0,1,11
86,1,1,3
86,2,1,3
86,3,1,1
86,4,1,4
86,5,1,1
86,6,1,3
86,7,0,0
86,8,0,0
86,9,0,0
86,10,0,0
86,11,0,0
86,12,0,0
87,0,1,3
87,1,1,3
87,2,1,5
87,3,1,3
87,4,1,4
87,5,1,3
87,6,1,0
87,7,1,2
87,8,1,4
87,9,1,2
87,10,1,2
87,11,1,1
87,12,1,1
88,0,1,6
88,1,1,4
88,2,1,2
88,3,1,4
88,4,1,3
88,5,1,3
88,6,1,3
88,7,1,5
88,8,1,2
88,9,1,2
88,10,1,4
88,11,0,0
88,12,0,0
89,0,1,3
89,1,1,5
89,2,1,5
89,3,1,3
89,4,1,4
89,5,0,0
89,6,0,0
89,7,0,0
89,8,0,0
89,9,0,0
89,10,0,0
89,11,0,0
89,12,0,0
90,0,1,5
90,1,1,9
90,2,1,4
90,3,1,1
90,4,1,4
90,5,1,3
90,6,1,6
90,7,1,2
90,8,1,4
90,9,1,4
90,10,1,5
90,11,1,1
90,12,0,0
91,0,1,4
91,1,1,2
91,2,1,1
91,3,1,2
91,4,1,4
91,5,1,4
91,6,0,0
91,7,0,0
91,8,0,0
91,9,0,0
91,10,0,0
91,11,0,0
91,12,0,0
92,0,1,6
92,1,1,3
92,2,1,2
92,3,1,3
92,4,0,0
92,5,0,0
92,6,0,0
92,7,0,0
92,8,0,0
92,9,0,0
92,10,0,0
92,11,0,0
92,12,0,0
93,0,1,3
93,1,1,1
93,2,1,4
93,3,1,3
93,4,1,6
93,5,1,4
93,6,1,5
93,7,1,5
93,8,1,2
93,9,1,3
93,10,1,2
93,11,1,7
93,12,1,4
94,0,1,5
94,1,1,2
94,2,1,1
94,3,1,1
94,4,1,2
94,5,1,2
94,6,1,0
94,7,1,1
94,8,1,1
94,9,1,1
94,10,1,1
94,11,1,0
94,12,1,5
95,0,1,4
95,1,1,6
95,2,1,3
95,3,0,0
95,4,0,0
95,5,0,0
95,6,0,0
95,7,0,0
95,8,0,0
95,9,0,0
95,10,0,0
95,11,0,0
95,12,0,0
96,0,1,3
96,1,0,0
96,2,0,0
96,3,0,0
96,4,0,0
96,5,0,0
96,6,0,0
96,7,0,0
96,8,0,0
96,9,0,0
96,10,0,0
96,11,0,0
96,12,0,0
97,0,1,7
97,1,1,5
97,2,1,5
97,3,1,1
97,4,1,6
97,5,1,6
97,6,0,0
97,7,0,0
97,8,0,0
97,9,0,0
97,10,0,0
97,11,0,0
97,12,0,0
98,0,1,3
98,1,1,4
98,2,1,2
98,3,1,4
98,4,1,3
98,5,1,3
98,6,0,0
98,7,0,0
98,8,0,0
98,9,0,0
98,10,0,0
98,11,0,0
98,12,0,0
99,0,1,7
99,1,1,4
99,2,1,4
99,3,1,2
99,4,1,3
99,5,1,2
99,6,1,3
99,7,1,1
99,8,1,4
99,9,1,4
99,10,1,1
99,11,1,4
99,12,1,4
100,0,1,7
100,1,1,2
100,2,1,2
100,3,1,3
100,4,1,4
100,5,0,0
100,6,0,0
100,7,0,0
100,8,0,0
100,9,0,0
100,10,0,0
100,11,0,0
100,12,0,0
101,0,1,2
101,1,1,1
101,2,1,2
101,3,1,2
101,4,1,1
101,5,1,4
101,6,1,2
101,7,1,3
101,8,1,2
101,9,1,2
101,10,1,0
101,11,1,2
101,12,1,2
102,0,1,4
102,1,1,6
102,2,1,2
102,3,1,3
102,4,1,5
102,5,1,0
102,6,1,2
102,7,1,7
102,8,1,6
102,9,1,3
102,10,1,5
102,11,1,2
102,12,1,3
103,0,1,6
103,1,1,1
103,2,1,8
103,3,0,0
103,4,0,0
103,5,0,0
103,6,0,0
103,7,0,0
103,8,0,0
103,9,0,0
103,10,0,0
103,11,0,0
103,12,0,0
104,0,1,4
104,1,1,3
104,2,1,4
104,3,1,8
104,4,1,3
104,5,1,4
104,6,1,3
104,7,1,2
104,8,1,3
104,9,1,7
104,10,1,5
104,11,1,3
104,12,1,4
105,0,1,4
105,1,1,0
105,2,1,0
105,3,0,0
105,4,0,0
105,5,0,0
105,6,0,0
105,7,0,0
105,8,0,0
105,9,0,0
105,10,0,0
105,11,0,0
105,12,0,0
106,0,1,6
106,1,1,4
106,2,0,0
106,3,0,0
106,4,0,0
106,5,0,0
106,6,0,0
106,7,0,0
106,8,0,0
106,9,0,0
106,10,0,0
106,11,0,0
106,12,0,0
107,0,1,2
107,1,1,4
107,2,1,2
107,3,1,1
107,4,1,2
107,5,1,5
107,6,1,0
107,7,1,2
107,8,1,1
107,9,1,8
107,10,1,4
107,11,1,2
107,12,1,2
108,0,1,3
108,1,1,3
108,2,1,7
108,3,1,4
108,4,1,0
108,5,1,6
108,6,1,2
108,7,1,4
108,8,1,1
108,9,1,4
108,10,1,4
108,11,1,4
108,12,1,2
109,0,1,4
109,1,1,2
109,2,1,5
109,3,1,4
109,4,1,4
109,5,1,5
109,6,1,4
109,7,1,6
109,8,1,3
109,9,1,4
109,10,1,3
109,11,1,3
109,12,1,5
110,0,1,6
110,1,1,3
110,2,1,2
110,3,1,1
110,4,0,0
110,5,0,0
110,6,0,0
110,7,0,0
110,8,0,0
110,9,0,0
110,10,0,0
110,11,0,0
110,12,0,0
111,0,1,4
111,1,1,1
111,2,1,4
111,3,1,6
111,4,1,3
111,5,0,0
111,6,0,0
111,7,0,0
111,8,0,0
111,9,0,0
111,10,0,0
111,11,0,0
111,12,0,0
112,0,1,4
112,1,1,4
112,2,1,2
112,3,1,2
112,4,1,3
112,5,1,1
112,6,1,3
112,7,1,1
112,8,1,3
112,9,1,5
112,10,1,2
112,11,1,2
112,12,1,2
113,0,1,4
113,1,1,3
113,2,1,3
113,3,1,1
113,4,1,1
113,5,1,4
113,6,0,0
113,7,0,0
113,8,0,0
113,9,0,0
113,10,0,0
113,11,0,0
113,12,0,0
114,0,1,2
114,1,1,4
114,2,1,4
114,3,1,2
114,4,1,4
114,5,1,3
114,6,1,2
114,7,1,5
114,8,1,5
114,9,1,6
114,10,1,1
114,11,1,3
114,12,1,4
115,0,1,5
115,1,1,1
115,2,1,6
115,3,1,5
115,4,1,3
115,5,1,2
115,6,1,2
115,7,1,2
115,8,1,5
115,9,1,7
115,10,1,4
115,11,1,3
115,12,1,3
116,0,1,8
116,1,1,3
116,2,1,2
116,3,1,4
116,4,1,1
116,5,0,0
116,6,0,0
116,7,0,0
116,8,0,0
116,9,0,0
116,10,0,0
116,11,0,0
116,12,0,0
117,0,1,6
117,1,1,3
117,2,1,6
117,3,1,5
117,4,1,0
117,5,0,0
117,6,0,0
117,7,0,0
117,8,0,0
117,9,0,0
117,10,0,0
117,11,0,0
117,12,0,0
118,0,1,5
118,1,1,4
118,2,1,4
118,3,1,5
118,4,1,3
118,5,1,5
118,6,1,3
118,7,1,5
118,8,1,4
118,9,1,2
118,10,1,2
118,11,1,2
118,12,1,2
119,0,1,5
119,1,0,0
119,2,0,0
119,3,0,0
119,4,0,0
119,5,0,0
119,6,0,0
119,7,0,0
119,8,0,0
119,9,0,0
119,10,0,0
119,11,0,0
119,12,0,0
120,0,1,4
120,1,1,2
120,2,1,5
120,3,1,6
120,4,1,5
120,5,1,3
120,6,1,4
120,7,0,0
120,8,0,0
120,9,0,0
120,10,0,0
120,11,0,0
120,12,0,0
121,0,1,5
121,1,0,0
121,2,0,0
121,3,0,0
121,4,0,0
121,5,0,0
121,6,0,0
121,7,0,0
121,8,0,0
121,9,0,0
121,10,0,0
121,11,0,0
121,12,0,0
122,0,1,4
122,1,1,7
122,2,0,0
122,3,0,0
122,4,0,0
122,5,0,0
122,6,0,0
122,7,0,0
122,8,0,0
122,9,0,0
122,10,0,0
122,11,0,0
122,12,0,0
123,0,1,3
123,1,0,0
123,2,0,0
123,3,0,0
123,4,0,0
123,5,0,0
123,6,0,0
123,7,0,0
123,8,0,0
123,9,0,0
123,10,0,0
123,11,0,0
123,12,0,0
124,0,1,2
124,1,0,0
124,2,0,0
124,3,0,0
124,4,0,0
124,5,0,0
124,6,0,0
124,7,0,0
124,8,0,0
124,9,0,0
124,10,0,0
124,11,0,0
124,12,0,0
125,0,1,3
125,1,1,1
125,2,1,1
125,3,1,4
125,4,1,1
125,5,1,4
125,6,1,4
125,7,1,4
125,8,1,4
125,9,0,0
125,10,0,0
125,11,0,0
125,12,0,0
126,0,1,7
126,1,0,0
126,2,0,0
126,3,0,0
126,4,0,0
126,5,0,0
126,6,0,0
126,7,0,0
126,8,0,0
126,9,0,0
126,10,0,0
126,11,0,0
126,12,0,0
127,0,1,5
127,1,1,7
127,2,1,1
127,3,1,6
127,4,1,5
127,5,1,1
127,6,1,3
127,7,1,3
127,8,1,3
127,9,1,6
127,10,0,0
127,11,0,0
127,12,0,0
128,0,1,5
128,1,1,0
128,2,1,0
128,3,1,2
128,4,1,0
128,5,1,0
128,6,1,2
128,7,1,4
128,8,1,3
128,9,1,1
128,10,1,0
128,11,1,2
128,12,1,2
129,0,1,5
129,1,1,3
129,2,1,3
129,3,1,4
129,4,1,4
129,5,1,1
129,6,1,4
129,7,1,3
129,8,1,2
129,9,1,3
129,10,1,7
129,11,1,3
129,12,1,4
130,0,1,4
130,1,1,2
130,2,1,0
130,3,0,0
130,4,0,0
130,5,0,0
130,6,0,0
130,7,0,0
130,8,0,0
130,9,0,0
130,10,0,0
130,11,0,0
130,12,0,0
131,0,1,7
131,1,0,0
131,2,0,0
131,3,0,0
131,4,0,0
131,5,0,0
131,6,0,0
131,7,0,0
131,8,0,0
131,9,0,0
131,10,0,0
131,11,0,0
131,12,0,0
132,0,1,4
132,1,0,0
132,2,0,0
132,3,0,0
132,4,0,0
132,5,0,0
132,6,0,0
132,7,0,0
132,8,0,0
132,9,0,0
132,10,0,0
132,11,0,0
132,12,0,0
133,0,1,2
133,1,0,0
133,2,0,0
133,3,0,0
133,4,0,0
133,5,0,0
133,6,0,0
133,7,0,0
133,8,0,0
133,9,0,0
133,10,0,0
133,11,0,0
133,12,0,0
134,0,1,5
134,1,1,5
134,2,1,4
134,3,1,6
134,4,1,2
134,5,1,2
134,6,1,1
134,7,1,2
134,8,1,5
134,9,0,0
134,10,0,0
134,11,0,0
134,12,0,0
135,0,1,4
135,1,1,5
135,2,1,6
135,3,1,4
